Name:,Marcia Ahn
Email:,mfa5876@psu.edu
Direct Fetched:,T
Hand Fetched:,T
Comment:,Data by Marcia; small fixes by Adam

id/nickname,Composition,Structure,Processing,Material Comment,Name,Source,Property Parameters,Temperature [K],Value [SI],Uncertainty [SI],Unit [SI],Pointer,DOI
578,W97.5 Nb2.5,BCC,None,None,creep rate,EXP,stress = 55 MPa,2200.0,1.02e-05,None,s-1,F2,10.1016/0956-716X(95)00252-Q
579,W99.2 Hf0.8,BCC,None,None,creep rate,EXP,stress = 29.3 MPa,2200.0,5.6e-08,None,s-1,F2,10.1016/0956-716X(95)00252-Q
580,W99.2 Hf0.8,BCC,None,None,creep rate,EXP,stress = 34.9 MPa,2200.0,1.59e-07,None,s-1,F2,10.1016/0956-716X(95)00252-Q
581,W99.2 Hf0.8,BCC,None,None,creep rate,EXP,stress = 41.6 MPa,2200.0,4.63e-07,None,s-1,F2,10.1016/0956-716X(95)00252-Q
582,W99.2 Hf0.8,BCC,None,None,creep rate,EXP,stress = 49.8 MPa,2200.0,1.05e-06,None,s-1,F2,10.1016/0956-716X(95)00252-Q
583,W99.2 Hf0.8,BCC,None,None,creep rate,EXP,stress = 66.6 MPa,2200.0,7.02e-06,None,s-1,F2,10.1016/0956-716X(95)00252-Q
584,Re3.55 W95.87 Zr0.58,BCC,None,None,creep rate,EXP,stress = 40.1 MPa,1900.0,2.3e-09,None,s-1,F3,10.1016/0263-4368(92)90072-A
585,Re3.55 W95.87 Zr0.58,BCC,None,None,creep rate,EXP,stress = 49.7 MPa,1900.0,8.1e-09,None,s-1,F3,10.1016/0263-4368(92)90072-A
586,Re3.55 W95.87 Zr0.58,BCC,None,None,creep rate,EXP,stress = 59.7 MPa,1900.0,2.57e-08,None,s-1,F3,10.1016/0263-4368(92)90072-A
587,Re3.55 W95.87 Zr0.58,BCC,None,None,creep rate,EXP,stress = 69.8 MPa,1900.0,5.85e-08,None,s-1,F3,10.1016/0263-4368(92)90072-A
588,Re3.55 W95.87 Zr0.58,BCC,None,None,creep rate,EXP,stress = 79.2 MPa,1900.0,1.39e-07,None,s-1,F3,10.1016/0263-4368(92)90072-A
589,Re3.55 W95.87 Zr0.58,BCC,None,None,creep rate,EXP,stress = 30 MPa,2000.0,2.4e-09,None,s-1,F3,10.1016/0263-4368(92)90072-A
590,Re3.55 W95.87 Zr0.58,BCC,None,None,creep rate,EXP,stress = 39.9 MPa,2000.0,9.1e-09,None,s-1,F3,10.1016/0263-4368(92)90072-A
591,Re3.55 W95.87 Zr0.58,BCC,None,None,creep rate,EXP,stress = 49.7 MPa,2000.0,3.13e-08,None,s-1,F3,10.1016/0263-4368(92)90072-A
592,Re3.55 W95.87 Zr0.58,BCC,None,None,creep rate,EXP,stress = 59.4 MPa,2000.0,9.95e-08,None,s-1,F3,10.1016/0263-4368(92)90072-A
593,Re3.55 W95.87 Zr0.58,BCC,None,None,creep rate,EXP,stress = 69.8 MPa,2000.0,2.18e-07,None,s-1,F3,10.1016/0263-4368(92)90072-A
594,Re3.55 W95.87 Zr0.58,BCC,None,None,creep rate,EXP,stress = 30.1 MPa,2100.0,8.1e-09,None,s-1,F3,10.1016/0263-4368(92)90072-A
595,Re3.55 W95.87 Zr0.58,BCC,None,None,creep rate,EXP,stress = 39.9 MPa,2100.0,3.36e-08,None,s-1,F3,10.1016/0263-4368(92)90072-A
596,Re3.55 W95.87 Zr0.58,BCC,None,None,creep rate,EXP,stress = 49.9 MPa,2100.0,1.24e-07,None,s-1,F3,10.1016/0263-4368(92)90072-A
597,Re3.55 W95.87 Zr0.58,BCC,None,None,creep rate,EXP,stress = 59.7 MPa,2100.0,3.78e-07,None,s-1,F3,10.1016/0263-4368(92)90072-A
598,Re3.55 W95.87 Zr0.58,BCC,None,None,creep rate,EXP,stress = 70.1 MPa,2100.0,7.81e-07,None,s-1,F3,10.1016/0263-4368(92)90072-A
599,Re3.55 W95.87 Zr0.58,BCC,None,None,creep rate,EXP,stress = 20 MPa,2200.0,3.2e-09,None,s-1,F3,10.1016/0263-4368(92)90072-A
600,Re3.55 W95.87 Zr0.58,BCC,None,None,creep rate,EXP,stress = 30 MPa,2200.0,3.33e-08,None,s-1,F3,10.1016/0263-4368(92)90072-A
601,Re3.55 W95.87 Zr0.58,BCC,None,None,creep rate,EXP,stress = 40.1 MPa,2200.0,1.24e-07,None,s-1,F3,10.1016/0263-4368(92)90072-A
602,Re3.55 W95.87 Zr0.58,BCC,None,None,creep rate,EXP,stress = 49.7 MPa,2200.0,4.39e-07,None,s-1,F3,10.1016/0263-4368(92)90072-A
603,Re3.55 W95.87 Zr0.58,BCC,None,None,creep rate,EXP,stress = 15 MPa,2400.0,7.4e-09,None,s-1,F3,10.1016/0263-4368(92)90072-A
604,Re3.55 W95.87 Zr0.58,BCC,None,None,creep rate,EXP,stress = 20 MPa,2400.0,2.8e-08,None,s-1,F3,10.1016/0263-4368(92)90072-A
605,Re3.55 W95.87 Zr0.58,BCC,None,None,creep rate,EXP,stress = 30.2 MPa,2400.0,2.78e-07,None,s-1,F3,10.1016/0263-4368(92)90072-A
606,Co20 Cr20 Fe20 Mn20 Ni20,FCC,None,None,creep rate,EXP,stress = 19.8 MPa,973.0,2.6e-09,None,s-1,F6.1,10.1016/j.pmatsci.2021.100777 
607,Co20 Cr20 Fe20 Mn20 Ni20,FCC,None,None,creep rate,EXP,stress = 24.9 MPa,973.0,3.7e-09,None,s-1,F6.1,10.1016/j.pmatsci.2021.100777 
608,Co20 Cr20 Fe20 Mn20 Ni20,FCC,None,None,creep rate,EXP,stress = 36.5 MPa,973.0,3.17e-08,None,s-1,F6.1,10.1016/j.pmatsci.2021.100777
609,Co20 Cr20 Fe20 Mn20 Ni20,FCC,None,None,creep rate,EXP,stress = 49.6 MPa,973.0,3e-07,None,s-1,F6.1,10.1016/j.pmatsci.2021.100777
610,Co20 Cr20 Fe20 Mn20 Ni20,FCC,None,None,creep rate,EXP,stress = 59.5 MPa,973.0,1.57e-06,None,s-1,F6.1,10.1016/j.pmatsci.2021.100777
611,Co20 Cr20 Fe20 Mn20 Ni20,FCC,None,None,creep rate,EXP,stress = 69.2 MPa,973.0,5.08e-06,None,s-1,F6.1,10.1016/j.pmatsci.2021.100777
612,Co20 Cr20 Fe20 Mn20 Ni20,FCC,None,None,creep rate,EXP,stress = 85.3 MPa,973.0,1.92e-05,None,s-1,F6.1,10.1016/j.pmatsci.2021.100777
613,Co20 Cr20 Fe20 Mn20 Ni20,FCC,None,None,creep rate,EXP,stress = 14.7 MPa,1023.0,1e-09,None,s-1,F6.1,10.1016/j.pmatsci.2021.100777
614,Co20 Cr20 Fe20 Mn20 Ni20,FCC,None,None,creep rate,EXP,stress = 19.6 MPa,1023.0,6.8e-09,None,s-1,F6.1,10.1016/j.pmatsci.2021.100777
615,Co20 Cr20 Fe20 Mn20 Ni20,FCC,None,None,creep rate,EXP,stress = 24.6 MPa,1023.0,1.84e-08,None,s-1,F6.1,10.1016/j.pmatsci.2021.100777
616,Co20 Cr20 Fe20 Mn20 Ni20,FCC,None,None,creep rate,EXP,stress = 29.7 MPa,1023.0,5.66e-08,None,s-1,F6.1,10.1016/j.pmatsci.2021.100777
617,Co20 Cr20 Fe20 Mn20 Ni20,FCC,None,None,creep rate,EXP,stress = 44.4 MPa,1023.0,5.74e-07,None,s-1,F6.1,10.1016/j.pmatsci.2021.100777
618,Co20 Cr20 Fe20 Mn20 Ni20,FCC,None,None,creep rate,EXP,stress = 54.4 MPa,1023.0,4e-06,None,s-1,F6.1,10.1016/j.pmatsci.2021.100777
619,Co20 Cr20 Fe20 Mn20 Ni20,FCC,None,None,creep rate,EXP,stress = 64.4 MPa,1023.0,1.65e-05,None,s-1,F6.1,10.1016/j.pmatsci.2021.100777
620,Co20 Cr20 Fe20 Mn20 Ni20,FCC,None,None,creep rate,EXP,stress = 9.92 MPa,1073.0,5e-09,None,s-1,F6.1,10.1016/j.pmatsci.2021.100777
621,Co20 Cr20 Fe20 Mn20 Ni20,FCC,None,None,creep rate,EXP,stress = 14.7 MPa,1073.0,4.02e-08,None,s-1,F6.1,10.1016/j.pmatsci.2021.100777
622,Co20 Cr20 Fe20 Mn20 Ni20,FCC,None,None,creep rate,EXP,stress = 19.8 MPa,1073.0,2.53e-07,None,s-1,F6.1,10.1016/j.pmatsci.2021.100777
623,Co20 Cr20 Fe20 Mn20 Ni20,FCC,None,None,creep rate,EXP,stress = 25.8 MPa,1073.0,2.03e-06,None,s-1,F6.1,10.1016/j.pmatsci.2021.100777
624,Co20 Cr20 Fe20 Mn20 Ni20,FCC,None,None,creep rate,EXP,stress = 29.9 MPa,1073.0,7.15e-06,None,s-1,F6.1,10.1016/j.pmatsci.2021.100777
625,Nb35 Ti6 Al5 Cr8 V ,BCC,None,None,creep rate,EXP,stress = 59.9 MPa,1273.0,1.55e-05,None,s-1,F3,10.1016/j.msea.2008.07.038 
626,Nb35 Ti6 Al5 Cr8 V ,BCC,None,None,creep rate,EXP,stress = 79.9 MPa,1273.0,3.26e-05,None,s-1,F3,10.1016/j.msea.2008.07.038 
627,Nb35 Ti6 Al5 Cr8 V ,BCC,None,None,creep rate,EXP,stress = 99.7 MPa,1273.0,5.86e-05,None,s-1,F3,10.1016/j.msea.2008.07.038
628,Nb35 Ti6 Al5 Cr8 V ,BCC,None,None,creep rate,EXP,stress = 60 MPa,1273.0,1.53e-05,None,s-1,F3,10.1016/j.msea.2008.07.038
629,Nb35 Ti6 Al5 Cr8 V ,BCC,None,None,creep rate,EXP,stress = 79.9 MPa,1273.0,3.02e-05,None,s-1,F3,10.1016/j.msea.2008.07.038
630,Nb35 Ti6 Al5 Cr8 V ,BCC,None,None,creep rate,EXP,stress = 99.6 MPa,1273.0,6.11e-05,None,s-1,F3,10.1016/j.msea.2008.07.038
631,Nb35 Ti6 Al5 Cr8 V ,BCC,None,None,creep rate,EXP,stress = 59.9 MPa,1273.0,1.03e-05,None,s-1,F3,10.1016/j.msea.2008.07.038
632,Nb35 Ti6 Al5 Cr8 V ,BCC,None,None,creep rate,EXP,stress = 79.9 MPa,1273.0,2e-05,None,s-1,F3,10.1016/j.msea.2008.07.038
633,Nb35 Ti6 Al5 Cr8 V ,BCC,None,None,creep rate,EXP,stress = 99.8 MPa,1273.0,4.01e-05,None,s-1,F3,10.1016/j.msea.2008.07.038
634,Ni27 Al31.8 Fe25.7 Cr10.1 Co5.3 Hf0.1 ,BCC,None,None,creep rate,EXP,stress = 147 MPa,1050.0,7.54e-06,None,s-1,F14,10.1016/j.msea.2018.11.104 
635,Ni27 Al31.8 Fe25.7 Cr10.1 Co5.3 Hf0.1 ,BCC,None,None,creep rate,EXP,stress = 147 MPa,1070.0,1.67e-05,None,s-1,F14,10.1016/j.msea.2018.11.104 
636,Ni27 Al31.8 Fe25.7 Cr10.1 Co5.3 Hf0.1,BCC,None,None,creep rate,EXP,stress = 147 MPa,1090.0,4.18e-05,None,s-1,F14,10.1016/j.msea.2018.11.104
637,Ni27 Al31.8 Fe25.7 Cr10.1 Co5.3 Hf0.1,BCC,None,None,creep rate,EXP,stress = 147 MPa,1110.0,0.000101,None,s-1,F14,10.1016/j.msea.2018.11.104
638,Ni27 Al31.8 Fe25.7 Cr10.1 Co5.3 Hf0.1,BCC,None,None,creep rate,EXP,stress = 147 MPa,1120.0,0.00019,None,s-1,F14,10.1016/j.msea.2018.11.104
639,Ni27 Al31.8 Fe25.7 Cr10.1 Co5.3 Hf0.1,BCC,None,None,creep rate,EXP,stress = 197 MPa,971.0,7.41e-06,None,s-1,F14,10.1016/j.msea.2018.11.104
640,Ni27 Al31.8 Fe25.7 Cr10.1 Co5.3 Hf0.1,BCC,None,None,creep rate,EXP,stress = 197 MPa,991.0,1.32e-05,None,s-1,F14,10.1016/j.msea.2018.11.104
641,Ni27 Al31.8 Fe25.7 Cr10.1 Co5.3 Hf0.1,BCC,None,None,creep rate,EXP,stress = 197 MPa,1010.0,2.83e-05,None,s-1,F14,10.1016/j.msea.2018.11.104
642,Ni27 Al31.8 Fe25.7 Cr10.1 Co5.3 Hf0.1,BCC,None,None,creep rate,EXP,stress = 197 MPa,1040.0,8.04e-05,None,s-1,F14,10.1016/j.msea.2018.11.104
643,Ni27 Al31.8 Fe25.7 Cr10.1 Co5.3 Hf0.1,BCC,None,None,creep rate,EXP,stress = 197 MPa,1060.0,0.000183,None,s-1,F14,10.1016/j.msea.2018.11.104
644,Ni27 Al31.8 Fe25.7 Cr10.1 Co5.3 Hf0.1,BCC,None,None,creep rate,EXP,stress = 247 MPa,898.0,7.04e-06,None,s-1,F14,10.1016/j.msea.2018.11.104
645,Ni27 Al31.8 Fe25.7 Cr10.1 Co5.3 Hf0.1,BCC,None,None,creep rate,EXP,stress = 247 MPa,921.0,1.44e-05,None,s-1,F14,10.1016/j.msea.2018.11.104
646,Ni27 Al31.8 Fe25.7 Cr10.1 Co5.3 Hf0.1,BCC,None,None,creep rate,EXP,stress = 247 MPa,944.0,2.93e-05,None,s-1,F14,10.1016/j.msea.2018.11.104
647,Ni27 Al31.8 Fe25.7 Cr10.1 Co5.3 Hf0.1,BCC,None,None,creep rate,EXP,stress = 247 MPa,968.0,6.18e-05,None,s-1,F14,10.1016/j.msea.2018.11.104
648,Ni27 Al31.8 Fe25.7 Cr10.1 Co5.3 Hf0.1,BCC,None,None,creep rate,EXP,stress = 247 MPa,992.0,0.000142,None,s-1,F14,10.1016/j.msea.2018.11.104
649,Ni27 Al31.8 Fe25.7 Cr10.1 Co5.3 Hf0.1,BCC,None,None,creep rate,EXP,stress = 298 MPa,782.0,1.97e-06,None,s-1,F14,10.1016/j.msea.2018.11.104
650,Ni27 Al31.8 Fe25.7 Cr10.1 Co5.3 Hf0.1,BCC,None,None,creep rate,EXP,stress = 298 MPa,823.0,8.63e-06,None,s-1,F14,10.1016/j.msea.2018.11.104
651,Ni27 Al31.8 Fe25.7 Cr10.1 Co5.3 Hf0.1,BCC,None,None,creep rate,EXP,stress = 298 MPa,863.0,2.35e-05,None,s-1,F14,10.1016/j.msea.2018.11.104
652,Ni27 Al31.8 Fe25.7 Cr10.1 Co5.3 Hf0.1,BCC,None,None,creep rate,EXP,stress = 298 MPa,903.0,7.84e-05,None,s-1,F14,10.1016/j.msea.2018.11.104
653,Ni27 Al31.8 Fe25.7 Cr10.1 Co5.3 Hf0.1,BCC,None,None,creep rate,EXP,stress = 298 MPa,943.0,0.000174,None,s-1,F14,10.1016/j.msea.2018.11.104
654,Ni27 Al31.8 Fe25.7 Cr10.1 Co5.3 Hf0.1,BCC,None,None,creep rate,EXP,stress = 4.98 MPa,1513.0,2.71e-06,None,s-1,F14,10.1016/j.msea.2018.11.104
655,Ni27 Al31.8 Fe25.7 Cr10.1 Co5.3 Hf0.1,BCC,None,None,creep rate,EXP,stress = 6.99 MPa,1513.0,1.1e-05,None,s-1,F14,10.1016/j.msea.2018.11.104
656,Ni27 Al31.8 Fe25.7 Cr10.1 Co5.3 Hf0.1,BCC,None,None,creep rate,EXP,stress = 7.5 MPa,1513.0,1.1e-05,None,s-1,F14,10.1016/j.msea.2018.11.104
657,Ni27 Al31.8 Fe25.7 Cr10.1 Co5.3 Hf0.1,BCC,None,None,creep rate,EXP,stress = 10 MPa,1513.0,4.46e-05,None,s-1,F14,10.1016/j.msea.2018.11.104
658,Ni27 Al31.8 Fe25.7 Cr10.1 Co5.3 Hf0.1,BCC,None,None,creep rate,EXP,stress = 10.5 MPa,1513.0,4.56e-05,None,s-1,F14,10.1016/j.msea.2018.11.104
659,Ni27 Al31.8 Fe25.7 Cr10.1 Co5.3 Hf0.1,BCC,None,None,creep rate,EXP,stress = 12 MPa,1513.0,8.76e-05,None,s-1,F14,10.1016/j.msea.2018.11.104
660,Ni27 Al31.8 Fe25.7 Cr10.1 Co5.3 Hf0.1,BCC,None,None,creep rate,EXP,stress = 4 MPa,1533.0,2.03e-06,None,s-1,F14,10.1016/j.msea.2018.11.104
661,Ni27 Al31.8 Fe25.7 Cr10.1 Co5.3 Hf0.1,BCC,None,None,creep rate,EXP,stress = 5 MPa,1533.0,4.08e-06,None,s-1,F14,10.1016/j.msea.2018.11.104
662,Ni27 Al31.8 Fe25.7 Cr10.1 Co5.3 Hf0.1,BCC,None,None,creep rate,EXP,stress = 5.99 MPa,1533.0,1.1e-05,None,s-1,F14,10.1016/j.msea.2018.11.104
663,Ni27 Al31.8 Fe25.7 Cr10.1 Co5.3 Hf0.1,BCC,None,None,creep rate,EXP,stress = 7.02 MPa,1533.0,2.01e-05,None,s-1,F14,10.1016/j.msea.2018.11.104
664,Ni27 Al31.8 Fe25.7 Cr10.1 Co5.3 Hf0.1,BCC,None,None,creep rate,EXP,stress = 10.5 MPa,1533.0,9.78e-05,None,s-1,F14,10.1016/j.msea.2018.11.104
665,Ni27 Al31.8 Fe25.7 Cr10.1 Co5.3 Hf0.1,BCC,None,None,creep rate,EXP,stress = 3.99 MPa,1553.0,3.57e-06,None,s-1,F14,10.1016/j.msea.2018.11.104
666,Ni27 Al31.8 Fe25.7 Cr10.1 Co5.3 Hf0.1,BCC,None,None,creep rate,EXP,stress = 4.99 MPa,1553.0,6.94e-06,None,s-1,F14,10.1016/j.msea.2018.11.104
667,Ni27 Al31.8 Fe25.7 Cr10.1 Co5.3 Hf0.1,BCC,None,None,creep rate,EXP,stress = 5.99 MPa,1553.0,1.82e-05,None,s-1,F14,10.1016/j.msea.2018.11.104
668,Ni27 Al31.8 Fe25.7 Cr10.1 Co5.3 Hf0.1,BCC,None,None,creep rate,EXP,stress = 7.48 MPa,1553.0,3.86e-05,None,s-1,F14,10.1016/j.msea.2018.11.104
669,Ni27 Al31.8 Fe25.7 Cr10.1 Co5.3 Hf0.1,BCC,None,None,creep rate,EXP,stress = 9.97 MPa,1553.0,0.000168,None,s-1,F14,10.1016/j.msea.2018.11.104
670,Nb,FCC,None,None,creep rate,EXP,stress = 33.7 MPa,1473.0,6.1e-09,None,s-1,F2,10.1016/S1359-6454(97)00009-8
671,Nb,FCC,None,None,creep rate,EXP,stress = 69.5 MPa,1473.0,1.27e-07,None,s-1,F2,10.1016/S1359-6454(97)00009-8
672,Nb,FCC,None,None,creep rate,EXP,stress = 89.6 MPa,1473.0,4.74e-06,None,s-1,F2,10.1016/S1359-6454(97)00009-8
673,Nb62.5 Si37.5,FCC,None,None,creep rate,EXP,stress = 143 MPa,1473.0,2.2e-09,None,s-1,F2,10.1016/S1359-6454(97)00009-8
674,Nb62.5 Si37.5,FCC,None,None,creep rate,EXP,stress = 178 MPa,1473.0,2.5e-09,None,s-1,F2,10.1016/S1359-6454(97)00009-8
675,Nb62.5 Si37.5,FCC,None,None,creep rate,EXP,stress = 213 MPa,1473.0,3.2e-09,None,s-1,F2,10.1016/S1359-6454(97)00009-8
676,Nb62.5 Si37.5,FCC,None,None,creep rate,EXP,stress = 248 MPa,1473.0,3.1e-09,None,s-1,F2,10.1016/S1359-6454(97)00009-8
677,Nb62.5 Si37.5,FCC,None,None,creep rate,EXP,stress = 143 MPa,1473.0,2.2e-09,None,s-1,F2,10.1016/S1359-6454(97)00009-8
678,Nb62.5 Si37.5,FCC,None,None,creep rate,EXP,stress = 179 MPa,1473.0,2.7e-09,None,s-1,F2,10.1016/S1359-6454(97)00009-8
679,Nb62.5 Si37.5,FCC,None,None,creep rate,EXP,stress = 213 MPa,1473.0,3.5e-09,None,s-1,F2,10.1016/S1359-6454(97)00009-8
680,Nb62.5 Si37.5,FCC,None,None,creep rate,EXP,stress = 51.4 MPa,1673.0,1.06e-08,None,s-1,F8,10.1016/S1359-6454(97)00009-8
681,Nb62.5 Si37.5,FCC,None,None,creep rate,EXP,stress = 73 MPa,1673.0,1.36e-08,None,s-1,F8,10.1016/S1359-6454(97)00009-8
682,Nb62.5 Si37.5,FCC,None,None,creep rate,EXP,stress = 102 MPa,1673.0,1.68e-08,None,s-1,F8,10.1016/S1359-6454(97)00009-8
683,Nb62.5 Si37.5,FCC,None,None,creep rate,EXP,stress = 132 MPa,1673.0,2.42e-08,None,s-1,F8,10.1016/S1359-6454(97)00009-8
684,Nb62.5 Si37.5,FCC,None,None,creep rate,EXP,stress = 170 MPa,1673.0,3.15e-08,None,s-1,F8,10.1016/S1359-6454(97)00009-8
685,Nb62.5 Si37.5,FCC,None,None,creep rate,EXP,stress = 203 MPa,1673.0,4.91e-08,None,s-1,F8,10.1016/S1359-6454(97)00009-8
686,Nb62.5 Si37.5,FCC,None,None,creep rate,EXP,stress = 270 MPa,1673.0,8.44e-08,None,s-1,F8,10.1016/S1359-6454(97)00009-8
687,Nb62.5 Si37.5,FCC,None,None,creep rate,EXP,stress = 339 MPa,1673.0,1.68e-07,None,s-1,F8,10.1016/S1359-6454(97)00009-8
688,Nb62.5 Si37.5,FCC,None,None,creep rate,EXP,stress = 420 MPa,1673.0,2.84e-07,None,s-1,F8,10.1016/S1359-6454(97)00009-8
689,Al40.04 Co5.9 Cr11.92 Hf0.25 Ni41.9,BCC,asLPBF,None,creep rate,EXP,stress = 298 MPa,944.95,2.3316e-06,None,s-1,F10,10.1016/j.addma.2019.100999
690,Al40.04 Co5.9 Cr11.92 Hf0.25 Ni41.9,BCC,asLPBF,None,creep rate,EXP,stress = 298 MPa,979.57,1.0114e-05,None,s-1,F10,10.1016/j.addma.2019.100999
691,Al40.04 Co5.9 Cr11.92 Hf0.25 Ni41.9,BCC,asLPBF,None,creep rate,EXP,stress = 298 MPa,1016.4,3.057e-05,None,s-1,F10,10.1016/j.addma.2019.100999
692,Al40.04 Co5.9 Cr11.92 Hf0.25 Ni41.9,BCC,asLPBF,None,creep rate,EXP,stress = 298 MPa,1051.6,9.1366e-05,None,s-1,F10,10.1016/j.addma.2019.100999
693,Al40.04 Co5.9 Cr11.92 Hf0.25 Ni41.9,BCC,asLPBF,None,creep rate,EXP,stress = 298 MPa,1090.7,0.00035803,None,s-1,F10,10.1016/j.addma.2019.100999
694,Al40.04 Co5.9 Cr11.92 Hf0.25 Ni41.9,BCC,asLPBF,None,creep rate,EXP,stress = 247 MPa,982.66,2.1544e-06,None,s-1,F10,10.1016/j.addma.2019.100999
695,Al40.04 Co5.9 Cr11.92 Hf0.25 Ni41.9,BCC,asLPBF,None,creep rate,EXP,stress = 247 MPa,1017.3,9.3452e-06,None,s-1,F10,10.1016/j.addma.2019.100999
696,Al40.04 Co5.9 Cr11.92 Hf0.25 Ni41.9,BCC,asLPBF,None,creep rate,EXP,stress = 247 MPa,1051.3,3.5004e-05,None,s-1,F10,10.1016/j.addma.2019.100999
697,Al40.04 Co5.9 Cr11.92 Hf0.25 Ni41.9,BCC,asLPBF,None,creep rate,EXP,stress = 247 MPa,1086.8,0.00011979,None,s-1,F10,10.1016/j.addma.2019.100999
698,Al40.04 Co5.9 Cr11.92 Hf0.25 Ni41.9,BCC,asLPBF,None,creep rate,EXP,stress = 247 MPa,1122.5,0.00042408,None,s-1,F10,10.1016/j.addma.2019.100999
699,Al40.04 Co5.9 Cr11.92 Hf0.25 Ni41.9,BCC,asLPBF,None,creep rate,EXP,stress = 196 MPa,997.58,2.0827e-06,None,s-1,F10,10.1016/j.addma.2019.100999
700,Al40.04 Co5.9 Cr11.92 Hf0.25 Ni41.9,BCC,asLPBF,None,creep rate,EXP,stress = 196 MPa,1034.4,8.9327e-06,None,s-1,F10,10.1016/j.addma.2019.100999
701,Al40.04 Co5.9 Cr11.92 Hf0.25 Ni41.9,BCC,asLPBF,None,creep rate,EXP,stress = 196 MPa,1071.6,3.0227e-05,None,s-1,F10,10.1016/j.addma.2019.100999
702,Al40.04 Co5.9 Cr11.92 Hf0.25 Ni41.9,BCC,asLPBF,None,creep rate,EXP,stress = 196 MPa,1109.6,0.00010581,None,s-1,F10,10.1016/j.addma.2019.100999
703,Al40.04 Co5.9 Cr11.92 Hf0.25 Ni41.9,BCC,asLPBF,None,creep rate,EXP,stress = 196 MPa,1149.0,0.00037036,None,s-1,F10,10.1016/j.addma.2019.100999
704,Al40.04 Co5.9 Cr11.92 Hf0.25 Ni41.9,BCC,asLPBF,None,creep rate,EXP,stress = 145 MPa,1035.3,3.5004e-06,None,s-1,F10,10.1016/j.addma.2019.100999
704,Al40.04 Co5.9 Cr11.92 Hf0.25 Ni41.9,BCC,asLPBF,None,creep rate,EXP,stress = 145 MPa,1074.7,1.2819e-05,None,s-1,F10,10.1016/j.addma.2019.100999
704,Al40.04 Co5.9 Cr11.92 Hf0.25 Ni41.9,BCC,asLPBF,None,creep rate,EXP,stress = 145 MPa,1114.4,4.1932e-05,None,s-1,F10,10.1016/j.addma.2019.100999
704,Al40.04 Co5.9 Cr11.92 Hf0.25 Ni41.9,BCC,asLPBF,None,creep rate,EXP,stress = 145 MPa,1152.6,0.00012533,None,s-1,F10,10.1016/j.addma.2019.100999
704,Al40.04 Co5.9 Cr11.92 Hf0.25 Ni41.9,BCC,asLPBF,None,creep rate,EXP,stress = 145 MPa,1194.6,0.00039187,None,s-1,F10,10.1016/j.addma.2019.100999
705,Al40.04 Co5.9 Cr11.92 Hf0.25 Ni41.9,BCC,HIP,None,creep rate,EXP,stress = 438 MPa,960.54,8.017e-07,None,s-1,F10,10.1016/j.addma.2019.100999
706,Al40.04 Co5.9 Cr11.92 Hf0.25 Ni41.9,BCC,HIP,None,creep rate,EXP,stress = 438 MPa,993.59,5.761e-06,None,s-1,F10,10.1016/j.addma.2019.100999
707,Al40.04 Co5.9 Cr11.92 Hf0.25 Ni41.9,BCC,HIP,None,creep rate,EXP,stress = 438 MPa,1025.8,2.4258e-05,None,s-1,F10,10.1016/j.addma.2019.100999
708,Al40.04 Co5.9 Cr11.92 Hf0.25 Ni41.9,BCC,HIP,None,creep rate,EXP,stress = 438 MPa,1056.1,0.0001094,None,s-1,F10,10.1016/j.addma.2019.100999
709,Al40.04 Co5.9 Cr11.92 Hf0.25 Ni41.9,BCC,HIP,None,creep rate,EXP,stress = 438 MPa,1089.9,0.00051401,None,s-1,F10,10.1016/j.addma.2019.100999
710,Al40.04 Co5.9 Cr11.92 Hf0.25 Ni41.9,BCC,HIP,None,creep rate,EXP,stress = 315 MPa,1017.4,2.1159e-06,None,s-1,F10,10.1016/j.addma.2019.100999
711,Al40.04 Co5.9 Cr11.92 Hf0.25 Ni41.9,BCC,HIP,None,creep rate,EXP,stress = 315 MPa,1043.7,7.4576e-06,None,s-1,F10,10.1016/j.addma.2019.100999
712,Al40.04 Co5.9 Cr11.92 Hf0.25 Ni41.9,BCC,HIP,None,creep rate,EXP,stress = 315 MPa,1066.7,2.0824e-05,None,s-1,F10,10.1016/j.addma.2019.100999
713,Al40.04 Co5.9 Cr11.92 Hf0.25 Ni41.9,BCC,HIP,None,creep rate,EXP,stress = 315 MPa,1092.7,6.5774e-05,None,s-1,F10,10.1016/j.addma.2019.100999
714,Al40.04 Co5.9 Cr11.92 Hf0.25 Ni41.9,BCC,HIP,None,creep rate,EXP,stress = 315 MPa,1116.6,0.00017626,None,s-1,F10,10.1016/j.addma.2019.100999
715,Al40.04 Co5.9 Cr11.92 Hf0.25 Ni41.9,BCC,HIP,None,creep rate,EXP,stress = 247 MPa,1037.0,2.2952e-06,None,s-1,F10,10.1016/j.addma.2019.100999
716,Al40.04 Co5.9 Cr11.92 Hf0.25 Ni41.9,BCC,HIP,None,creep rate,EXP,stress = 247 MPa,1063.9,7.1506e-06,None,s-1,F10,10.1016/j.addma.2019.100999
717,Al40.04 Co5.9 Cr11.92 Hf0.25 Ni41.9,BCC,HIP,None,creep rate,EXP,stress = 247 MPa,1090.2,2.1974e-05,None,s-1,F10,10.1016/j.addma.2019.100999
